 execution time: 74.21ms; select `id`, SUM(amount) as amount, `consume_id`, `date` from `consume_detail` group by `consume_id`
 execution time: 0.47ms; select * from `consume` where `consume`.`id` = "381" limit 1

 execution time: 0.33ms; update `consume` set `update_at` = "1572016982" where `id` = "381"

 execution time: 0.46ms; select * from `consume` where `consume`.`id` = "535" limit 1

 execution time: 0.33ms; update `consume` set `update_at` = "1572016982" where `id` = "535"

 execution time: 0.47ms; select * from `consume` where `consume`.`id` = "545" limit 1

 execution time: 0.32ms; update `consume` set `update_at` = "1572016982" where `id` = "545"

 execution time: 0.48ms; select * from `consume` where `consume`.`id` = "546" limit 1

 execution time: 0.31ms; update `consume` set `update_at` = "1572016982" where `id` = "546"

 execution time: 0.47ms; select * from `consume` where `consume`.`id` = "547" limit 1

 execution time: 0.33ms; update `consume` set `update_at` = "1572016982" where `id` = "547"

 execution time: 0.47ms; select * from `consume` where `consume`.`id` = "548" limit 1

 execution time: 0.33ms; update `consume` set `update_at` = "1572016982" where `id` = "548"

 execution time: 0.48ms; select * from `consume` where `consume`.`id` = "549" limit 1

 execution time: 1.76ms; update `consume` set `update_at` = "1572016982" where `id` = "549"

 execution time: 0.49ms; select * from `consume` where `consume`.`id` = "550" limit 1

 execution time: 0.33ms; update `consume` set `update_at` = "1572016982" where `id` = "550"

 execution time: 0.47ms; select * from `consume` where `consume`.`id` = "551" limit 1

 execution time: 0.92ms; update `consume` set `update_at` = "1572016982" where `id` = "551"

 execution time: 0.38ms; select * from `consume` where `consume`.`id` = "552" limit 1

 execution time: 0.42ms; update `consume` set `update_at` = "1572016982" where `id` = "552"

 execution time: 0.39ms; select * from `consume` where `consume`.`id` = "553" limit 1

 execution time: 0.4ms; update `consume` set `update_at` = "1572016982" where `id` = "553"

 execution time: 0.4ms; select * from `consume` where `consume`.`id` = "554" limit 1

 execution time: 0.41ms; update `consume` set `update_at` = "1572016982" where `id` = "554"

 execution time: 0.36ms; select * from `consume` where `consume`.`id` = "555" limit 1

 execution time: 0.43ms; update `consume` set `update_at` = "1572016982" where `id` = "555"

 execution time: 0.37ms; select * from `consume` where `consume`.`id` = "556" limit 1

 execution time: 0.44ms; update `consume` set `update_at` = "1572016982" where `id` = "556"

 execution time: 0.4ms; select * from `consume` where `consume`.`id` = "557" limit 1

 execution time: 0.4ms; update `consume` set `update_at` = "1572016982" where `id` = "557"

 execution time: 0.4ms; select * from `consume` where `consume`.`id` = "560" limit 1

 execution time: 1ms; update `consume` set `update_at` = "1572016982" where `id` = "560"

 execution time: 0.5ms; select * from `consume` where `consume`.`id` = "561" limit 1

 execution time: 0.31ms; update `consume` set `update_at` = "1572016982" where `id` = "561"

 execution time: 0.47ms; select * from `consume` where `consume`.`id` = "563" limit 1

 execution time: 0.33ms; update `consume` set `update_at` = "1572016982" where `id` = "563"

 execution time: 0.47ms; select * from `consume` where `consume`.`id` = "566" limit 1

 execution time: 0.34ms; update `consume` set `update_at` = "1572016982" where `id` = "566"

